Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"12 Maple Place, Dunmanway Road, Bandon,  Cork, P72FT52",340000,4,2,Semi-D,123 m²,2023-12-22, Cork,P72FT52
"84 Bandon Road, Cork City,  Cork, T12X3PV",195000,3,2,Terrace,0.2 ac,2023-12-22, Cork,T12X3PV
"1 Mountdown Road, Manor Estate, Terenure, Dublin 12, D12P52D",625000,4,3,Semi-D,70 m²,2023-12-22,Dublin,D12P52D
"16 Girroga Heights, Gort Road, Ennis,  Clare",110000,4,2,Site,137 m²,2023-12-22, Clare, Clare
"50 Coill Aoibhinn, Newtown Road, Wexford Town,  Wexford, Y35N4N2",465000,3,1,Detached,56 m²,2023-12-22, Wexford,Y35N4N2
"Glen-Bawn, Donagh More, Manorhamilton,  Leitrim, F91TX66",330000,5,3,Detached,44 m²,2023-12-22, Leitrim,F91TX66
"Ardagh, Meath Hill, Drumconrath,  Meath, A82FK65",250000,1,1,Detached,0.1 ac,2023-12-22, Meath,A82FK65
"Quay Street, Drumsna,  Leitrim, N41FH74",175000,1,1,Terrace,93 m²,2023-12-22, Leitrim,N41FH74
"Apt 8 The Ash Parkview Stepaside Dublin 18, Stepaside, Dublin 18, D18K663",265000,3,1,Apartment,113 m²,2023-12-22,Dublin,D18K663
"Apartment 28, Ballymany Mews, Newbridge,  Kildare, W12YX23",119000,4,3,Apartment,56 m²,2023-12-22, Kildare,W12YX23
"Loughnanoran, Annagry,  Donegal, F94N8VX",42000,2,2,Site,116 m²,2023-12-22, Donegal,F94N8VX
"New A Rated house, Qualifies for the Help to Buy Scheme 17 Bramble Hill, Lugduff, Tinahely,  Wicklow, Y14X786",320000,3,2,Detached,131 m²,2023-12-22, Wicklow,Y14X786
"10 Douglas West, Douglas,  Cork, T12F9YC",195000,2,2,Terrace,209 m²,2023-12-22, Cork,T12F9YC
"Knocknaskibbole, Castlebar,  Mayo, F23Y276",510000,4,4,Detached,47 m²,2023-12-22, Mayo,F23Y276
"28 The Waterside, Charlottes Quay, Grand Canal, Dublin 4",375000,2,1,Apartment,84 m²,2023-12-22,Dublin,Dublin 4
"203 Beechcourt, Beech Road, Killarney,  Kerry, V93NR27",242000,2,2,Duplex,109 m²,2023-12-22, Kerry,V93NR27
"3 Thorndale, Rosslare Harbour,  Wexford, Y35TW66",285000,3,2,Detached,85 m²,2023-12-22, Wexford,Y35TW66
"8 Rosemount Terrace, Baylough, Athlone,  Westmeath, N37CF90",199000,3,2,End of Terrace,183 m²,2023-12-22, Westmeath,N37CF90
"Oakwood, Tobernapeastia, Freshford,  Kilkenny, R95K6N1",395000,5,5,Detached,107 m²,2023-12-22, Kilkenny,R95K6N1
"Cartymore, Athenry,  Galway, H65T998",465000,4,2,Detached,79 m²,2023-12-22, Galway,H65T998
"Nelson Street, Athy,  Kildare",350000,2,1,Apartment,68 m²,2023-12-22, Kildare, Kildare
"6 Tara Cove, Balbriggan,  Dublin, K32FR90",340000,3,1,Semi-D,164 m²,2023-12-22, Dublin,K32FR90
"47a Main Street, Carrick-on-Suir,  Tipperary",150000,2,1,Townhouse,158 m²,2023-12-22, Tipperary, Tipperary
"1 Lower Courtyard, Headfort Demesne, Kells,  Meath, A82D3C8",450000,3,4,End of Terrace,183 m²,2023-12-22, Meath,A82D3C8
"12 Oakland Heights, Drumkeen,  Donegal, F93E838",170000,3,2,Semi-D,0.6 ac,2023-12-22, Donegal,F93E838
"Jutland Hall, Limerick City Centre",43000,2,1,Apartment,54 m²,2023-12-22,Dublin,Limerick City Centre
"2 Carrig Dun, Killorglin,  Kerry",395000,4,3,Detached,329 m²,2023-12-22, Kerry, Kerry
"9 Glengesh Court, Ardara,  Donegal, F94HF2V",90000,2,1,Apartment,72 m²,2023-12-22, Donegal,F94HF2V
"14 Mount Drummond Square, Harold's Cross, Dublin 6, D06F3F4",495000,2,1,Semi-D,61 m²,2023-12-22,Dublin,D06F3F4
"Coolbarn, Connolly Avenue, Malahide,  Dublin, K36FX02",825000,3,2,Bungalow,107 m²,2023-12-22, Dublin,K36FX02
"Apartment 114, Block A1, Geraldstown Woods, Santry, Dublin 9, D09A6X2",230000,2,2,Apartment,63 m²,2023-12-22,Dublin,D09A6X2
"73 Seagrave Drive, Finglas, Finglas, Dublin 11, D11K310",280000,3,3,Duplex,120 m²,2023-12-22,Dublin,D11K310
"St. Ives, 14 Saval Park Gardens, Dalkey,  Dublin, A96Y568",1090000,4,2,Semi-D,147 m²,2023-12-22, Dublin,A96Y568
"The Old Post Office Lodge, Creagh House, 70 Creagh Road, Tempo,  Fermanagh",291199,6,5,Detached,59 m²,2023-12-22, Fermanagh, Fermanagh
"Clydagh, Ballycastle,  Mayo, F26FC79",110000,2,1,Detached,235 m²,2023-12-22, Mayo,F26FC79
"114 Welwyn Road, Maryborough Woods, Douglas,  Cork, T12Y662",280000,2,2,Apartment,87 m²,2023-12-22, Cork,T12Y662
"Old Cratloe Road, Clonconane, Limerick City,  Limerick, V94FR8K",320000,3,1,Detached,151 m²,2023-12-22, Limerick,V94FR8K
"RASHENNY, Ballyliffin,  Donegal, F93YW63",180000,5,4,Bungalow,0.6 ac,2023-12-22, Donegal,F93YW63
"Kilbride, Callan,  Kilkenny, R95F2N5",255000,4,1,Bungalow,113 m²,2023-12-22, Kilkenny,R95F2N5
"Bolintlea, The Commons, Ballingarry,  Tipperary, E41DK40",299000,4,2,Detached,174 m²,2023-12-22, Tipperary,E41DK40
"Moores Lane, Moores Lane, Crosslow, Tullow,  Carlow, R93PK64",449000,4,3,Detached,125 m²,2023-12-22, Carlow,R93PK64
"19 Vale View Lawn, Cabinteely, Dublin 18, D18T8Y0",645000,3,2,Semi-D,207 m²,2023-12-22,Dublin,D18T8Y0
"68 Tir an Choir, Tuam,  Galway, H54YK52",265000,4,3,Semi-D,0.67 ac,2023-12-22, Galway,H54YK52
"Boolyglas, Hugginstown,  Kilkenny",40000,3,2,Site,113 m²,2023-12-22, Kilkenny, Kilkenny
"14 Belltree Green, Clongriffin, Dublin 13, D13YHE2",495000,2,2,Terrace,89 m²,2023-12-22,Dublin,D13YHE2
"6 Kellys Avenue, Dun Laoghaire,  Dublin, A96W256",795000,4,2,Detached,170 m²,2023-12-22, Dublin,A96W256
"Abbey Road, Kilcrea, Ovens,  Cork, P31A260",580000,3,3,Bungalow,117 m²,2023-12-22, Cork,P31A260
"32 Moin Na Ri, Kilworth,  Cork",350000,3,1,Semi-D,141 m²,2023-12-22, Cork, Cork
"Aghadruminshin, Carrigallen,  Leitrim, H12Y466",360000,5,3,Detached,0.6 ac,2023-12-22, Leitrim,H12Y466
"Kilmore Avenue, Lecarrow,  Roscommon",60000,5,4,Site,218 m²,2023-12-22, Roscommon, Roscommon
"1A The Nurseries, Church Road, Mulhuddart, Dublin 15",139000,4,3,Site,135 m²,2023-12-22,Dublin,Dublin 15
"TIERNALEAGUE, Carndonagh,  Donegal, F93N27A",395000,4,2,Detached,185 m²,2023-12-22, Donegal,F93N27A
"34 Griffin Rath Manor, Maynooth,  Kildare, W23T4A4",750000,3,1,Detached,95 m²,2023-12-22, Kildare,W23T4A4
"126 Betaghstown Wood, Bettystown,  Meath, A92A0E0",395000,2,1,Detached,63 m²,2023-12-22, Meath,A92A0E0
"Drumcrew, Castleblayney,  Monaghan, A75XT88",370000,3,1,Detached,145 m²,2023-12-22, Monaghan,A75XT88
"8 Academy Court, Letterkenny,  Donegal, F92PNH0",165000,2,1,Townhouse,289 m²,2023-12-22, Donegal,F92PNH0
"5 Westcourt, Ballincollig,  Cork, P31H283",380000,4,2,Semi-D,156 m²,2023-12-22, Cork,P31H283
"27 O Connell Court, Penrose Lane, Waterford City,  Waterford",155000,2,1,Apartment,0.3 ac,2023-12-22, Waterford, Waterford
"Site At College Road, Carrignavar,  Cork",50000,3,3,Site,105 m²,2023-12-22, Cork, Cork
"5 Rosewood Lawn, Bandon,  Cork, P72YX72",280000,2,1,Semi-D,72 m²,2023-12-22, Cork,P72YX72
"3 Retreat Manor, Lower Road, Athlone,  Westmeath, N37VW22",155000,2,1,Apartment,65 m²,2023-12-22, Westmeath,N37VW22
"74 The Oaks, Rathnew,  Wicklow, A67DE61",245000,1,1,Apartment,49 m²,2023-12-22, Wicklow,A67DE61
"Block C, 90 Castleforbes Square, IFSC, Dublin 1, D01RW13",300000,3,2,Apartment,98 m²,2023-12-22,Dublin,D01RW13
"96 The Pines, Sea Road, Arklow,  Wicklow, Y14Y799",350000,3,3,Detached,112 m²,2023-12-22, Wicklow,Y14Y799
"30 Hastings Green, Balbriggan,  Dublin, K32DY24",275000,3,2,Terrace,119 m²,2023-12-22, Dublin,K32DY24
"Marina View, Barrack Hill, Belturbet,  Cavan, H14V659",280000,3,1,End of Terrace,85 m²,2023-12-22, Cavan,H14V659
"6 Lissadell Avenue, Powerscourt, Waterford City,  Waterford, X91R62Y",275000,2,2,Semi-D,115 m²,2023-12-22, Waterford,X91R62Y
"Apartment 6, The Bridge, Dungarvan,  Waterford, X35EY62",190000,2,1,Apartment,0.31 ac,2023-12-22, Waterford,X35EY62
"41 Military Barracks, Waterford City Centre, X91E9TF",145000,4,3,Terrace,0.54 ac,2023-12-22,Dublin,X91E9TF
"33 Fort Haven, Coolaney,  Sligo, F56WE51",180000,2,2,Semi-D,65 m²,2023-12-22, Sligo,F56WE51
"Kilmyshall, Bunclody,  Wexford",75000,4,3,Site,0.51 ac,2023-12-22, Wexford, Wexford
"Raheens, Birr Road, Roscrea,  Tipperary, E53W895",115000,3,1,Site,2.22 ac,2023-12-22, Tipperary,E53W895
"Cor na Ron East, Inverin,  Galway",60000,4,4,Detached,1.66 ac,2023-12-22, Galway, Galway
"Boliska Eighter, Spiddal,  Galway",35000,3,1,Detached,0.83 ac,2023-12-22, Galway, Galway
"Teach Mór, Inverin,  Galway",30000,2,2,Detached,0.49 ac,2023-12-22, Galway, Galway
"Derrymore House, Derrymore, Blue Ball,  Offaly, R35P229",240000,4,2,Detached,83 m²,2023-12-22, Offaly,R35P229
"7 Chapelton, Hollystown, Hollystown, Dublin 15, D15DX79",495000,4,1,Detached,170 m²,2023-12-22,Dublin,D15DX79
"26 O Connell Court, Penrose Lane, Waterford City,  Waterford",145000,3,1,Apartment,80 m²,2023-12-22, Waterford, Waterford
"39 Carraig Craobh, Crievesmith, Letterkenny,  Donegal, F92R2AE",188000,3,3,Semi-D,118 m²,2023-12-22, Donegal,F92R2AE
"Hillview, 10 Bweeng West, Bweeng,  Cork, P51NH34",295000,2,1,Bungalow,115 m²,2023-12-22, Cork,P51NH34
"Apartment 137, The Court, Dunboyne,  Meath, A86NY54",280000,2,2,Apartment,70 m²,2023-12-22, Meath,A86NY54
"9 Church Road, East Wall, East Wall, Dublin 3, D03K009",395000,3,1,Terrace,185 m²,2023-12-22,Dublin,D03K009
"Willowbank, White's Cross,  Cork, T23HR64",395000,3,1,Bungalow,68 m²,2023-12-22, Cork,T23HR64
"Lenanasillagh, Castlebar,  Mayo",230000,3,2,Detached,109 m²,2023-12-22, Mayo, Mayo
"64 Ballintyre Square, Ballinteer, D16 CD36, Dublin 16",395000,2,2,Apartment,83 m²,2023-12-22,Dublin,Dublin 16
"Woodlands, Kellystown, Ashford,  Wicklow, A67H302",525000,3,1,Detached,117 m²,2023-12-22, Wicklow,A67H302
"Maranatha, 4 Sydenham Villas, Dundrum, Dublin 14, D14FK59",945000,4,1,Semi-D,122 m²,2023-12-22,Dublin,D14FK59
"Rossarrell, Glaslough,  Monaghan, H18D294",155000,4,2,Detached,175 m²,2023-12-22, Monaghan,H18D294
"63 Beechwood Lawn, Glenageary,  Dublin, A96Y6W8",495000,3,1,Semi-D,108 m²,2023-12-22, Dublin,A96Y6W8
"Behy Beg, Ballina,  Mayo, F26P7W2",175000,3,1,Detached,94 m²,2023-12-22, Mayo,F26P7W2
"43 The Moorings, Westbury, Westbury,  Clare, V94XR8K",320000,4,3,Semi-D,140 m²,2023-12-22, Clare,V94XR8K
"Apartment 43, Virginia Hall, Belgard Square, Tallaght, Dublin 24, D24XA39",250000,2,2,Apartment,50 m²,2023-12-22,Dublin,D24XA39
"Apt 9, Block 8, New Priory, Hole-in-the-Wall Road, Donaghmede, Dublin 13, D13X953",230000,1,1,Apartment,224 m²,2023-12-22,Dublin,D13X953
"The Steading (On 7.65 Acres), The Steading (On 7.65 Acres), Drummin East, Delgany,  Wicklow, A63X932",1250000,4,3,Detached,175 m²,2023-12-22, Wicklow,A63X932
"7 Priory Court, 1 To 9 The Priory Archers Wood, Delgany,  Wicklow, A63PA61",995000,4,3,Detached,75 m²,2023-12-22, Wicklow,A63PA61
"5 Carrick Street, Kells,  Meath, A82EK71",165000,2,1,Apartment,121 m²,2023-12-22, Meath,A82EK71
"4 Summerville, Reeves Wood, Douglas,  Cork, T12N903",295000,3,2,Duplex,3.71 ac,2023-12-22, Cork,T12N903
"6 Gleann Na Riogh Grove, Naas,  Kildare, W91AVF4",380000,3,2,Semi-D,206 m²,2023-12-22, Kildare,W91AVF4
"Coole, Greenville Lane, Enniscorthy,  Wexford, Y21N8E2",290000,3,2,Bungalow,122 m²,2023-12-22, Wexford,Y21N8E2
"9 Blackberry Hill, Glenamuck Road, Carrickmines, Dublin 18, D18R013",849000,3,3,Semi-D,97 m²,2023-12-22,Dublin,D18R013
"Kilmurray House, Kilmurry, Portlaoise,  Laois, R32PD37",250000,6,2,Detached,226 m²,2023-12-22, Laois,R32PD37
"8 The Sycamores, Stradbrook Hill, Blackrock,  Dublin, A94DX57",275000,1,1,Apartment,39 m²,2023-12-22, Dublin,A94DX57
"133 Walkinstown Drive, Walkinstown, Dublin 12, D12WDF1",325000,2,2,Terrace,72 m²,2023-12-22,Dublin,D12WDF1
"57 Orwell Gardens, Rathgar, Dublin 6, D14WK24",575000,3,1,Terrace,70 m²,2023-12-22,Dublin,D14WK24
"4 Richmond Avenue Monkstown, Monkstown,  Dublin, A94TW08",995000,3,2,Semi-D,148 m²,2023-12-22, Dublin,A94TW08
"Kilbranish, Bunclody,  Wexford",80000,3,3,Site,0.51 ac,2023-12-22, Wexford, Wexford
"5 Hilltown Court, Ballymitty,  Wexford, Y35A033",325000,3,2,Detached,128 m²,2023-12-22, Wexford,Y35A033
"8 The Willows, Wellingtonbridge,  Wexford, Y35XR94",265000,3,2,Detached,85 m²,2023-12-22, Wexford,Y35XR94
"6 Prospect Terrace, Old Kilmainham, Kilmainham, Dublin 8, D08E5FK",395000,2,1,Terrace,106 m²,2023-12-22,Dublin,D08E5FK
"2 Riverside Cottages, D6W A620, Templeogue, Dublin 16",525000,2,2,Semi-D,72 m²,2023-12-22,Dublin,Dublin 16
"Apartment 99, The Westmoreland, Grand Canal Dock, Dublin 4, D04K540",425000,2,1,Apartment,69 m²,2023-12-22,Dublin,D04K540
"105 Cathedral Court, Block 100Cathedral Court, Rathmines,  Dublin, D08HD96",425000,1,3,Apartment,80 m²,2023-12-22, Dublin,D08HD96
"7 Chapel Lane, Cashel,  Tipperary, E25YE18",110000,3,2,Apartment,108 m²,2023-12-22, Tipperary,E25YE18
"81 Cúil Na Canálacht, Ballinasloe,  Galway, H53HT61",245000,3,1,End of Terrace,120 m²,2023-12-22, Galway,H53HT61
"82 Beechwood Park, Pollerton, Carlow, Carlow Town,  Carlow, R93C1X2",237500,2,3,Semi-D,19.5 ac,2023-12-22, Carlow,R93C1X2
"Old Castlebar Road, Swinford,  Mayo",269000,3,3,Detached,98 m²,2023-12-22, Mayo, Mayo
"31 Mornington Court, Mornington,  Meath, A92Y5W8",325000,4,3,Semi-D,184 m²,2023-12-22, Meath,A92Y5W8
"Lower Coolroe, Ballincollig,  Cork, P31X942",650000,5,2,Detached,140 m²,2023-12-22, Cork,P31X942
"Church Street, Kilmihil,  Clare, V15RK74",199000,4,2,Semi-D,120 m²,2023-12-22, Clare,V15RK74
"35 Archerswood, Clonee, Huntstown, Dublin 15, D15PH67",380000,4,4,Terrace,128 m²,2023-12-22,Dublin,D15PH67
"Main Street, Killybegs,  Donegal, F94N2HF",225000,1,1,End of Terrace,102 m²,2023-12-22, Donegal,F94N2HF
"3 The Lawn, Priory Court, Watergrasshill, Cork City,  Cork, T56PR52",280000,3,3,Semi-D,38 m²,2023-12-22, Cork,T56PR52
"108 BLOCK D3, Bow Bridge Place, Kilmainham, Dublin 8, D08HK88",230000,1,1,Apartment,43 m²,2023-12-22,Dublin,D08HK88
"3 Morgan Street, Waterford City,  Waterford, X91KW2H",130000,2,1,Terrace,63 m²,2023-12-22, Waterford,X91KW2H
"2 Percy French Park, Ballyjamesduff, Ballyjamesduff,  Cavan, A82W028",175000,3,1,Terrace,196 m²,2023-12-22, Cavan,A82W028
"Apartment 16, Custume Pier Apartments, Athlone,  Westmeath, N37D981",155000,2,2,Apartment,65 m²,2023-12-22, Westmeath,N37D981
"22 Culhane Street, Dundalk,  Louth, A91P5D7",225000,3,1,Bungalow,74 m²,2023-12-22, Louth,A91P5D7
"The Old Post Office Lodge - Creagh House, Enniskillen,  Fermanagh",291199,6,3,Detached,91 m²,2023-12-22, Fermanagh, Fermanagh
"32 Trimleston, Hamlet Lane, Balbriggan,  Dublin, K32VP30",255000,2,2,End of Terrace,82 m²,2023-12-22, Dublin,K32VP30
"38 Ballygall Parade, Finglas, Dublin 11",249000,3,1,End of Terrace,74 m²,2023-12-22,Dublin,Dublin 11
"30 Old Shore Court, Carrickfergus,  Antrim",215429,4,4,Townhouse,144 m²,2023-12-22, Antrim, Antrim
"Saint Martins, Saint Martins, Kylemore Road, Bluebell, Dublin 12, D12DD54",345000,3,2,Bungalow,74 m²,2023-12-22,Dublin,D12DD54
"Apartment 126, Block 1, Brookfield Hall, Castletroy,  Limerick, V94Y7P2",145000,3,3,Apartment,1.45 ac,2023-12-22, Limerick,V94Y7P2
"Corgary, Ballybofey,  Donegal, F93R5T8",89000,2,1,Site,92 m²,2023-12-22, Donegal,F93R5T8
"Subiaco, 28c Stable Lane, Monkstown Road, Monkstown,  Dublin, A94NN72",625000,4,2,Semi-D,106 m²,2023-12-22, Dublin,A94NN72
"3 Clash Road, Little Island,  Cork, T45P766",310000,2,2,Semi-D,90 m²,2023-12-22, Cork,T45P766
"Apt 82, Block 5, Richmond Hall, Richmond Road, Fairview, Dublin 3, D03RK11",325000,3,1,Apartment,112 m²,2023-12-22,Dublin,D03RK11
"Mace, Aughagower, Westport,  Mayo, F28D212",280000,3,1,Bungalow,59 m²,2023-12-22, Mayo,F28D212
"29 Mornington Road, Dublin 6, Ranelagh, Dublin 6, D06K657",800000,1,1,Terrace,110 m²,2023-12-22,Dublin,D06K657
"40 Sliabh Rioga, Letteragh Road, Rahoon,  Galway, H91D875",235000,3,3,Apartment,150 m²,2023-12-22, Galway,H91D875
"6 Abbot's Grove Avenue, Knocklyon, Dublin 16, D16VE40",550000,3,1,Semi-D,89 m²,2023-12-22,Dublin,D16VE40
"Ash Tree House, Pagestown, Kilcloon,  Meath, A85F437",725000,4,2,Detached,49 m²,2023-12-22, Meath,A85F437
"12 The Crescent, Miltown Malbay,  Clare, V95T6P4",149000,2,1,Terrace,60 m²,2023-12-22, Clare,V95T6P4
"29 Quaker Road, Cork City,  Cork, T12TXH9",215000,2,1,Townhouse,116 m²,2023-12-22, Cork,T12TXH9
"59 Willow Field, Park Avenue, Sandymount, Dublin 4, D04XN93",525000,4,1,Terrace,107 m²,2023-12-22,Dublin,D04XN93
"Grange, Four Mile House,  Roscommon, F42PT02",150000,3,3,Detached,200 m²,2023-12-22, Roscommon,F42PT02
"49 Castle Glen, Donacarney,  Meath, A92VAK3",325000,4,4,Semi-D,164 m²,2023-12-22, Meath,A92VAK3
"Cois Na Mona, Mullingar Road, Ballivor,  Meath, C15D3H0",489950,4,3,Detached,121 m²,2023-12-22, Meath,C15D3H0
"Gracelands, Kilcolman West, Buttevant,  Cork, P51D544",200000,3,2,Detached,112 m²,2023-12-22, Cork,P51D544
"79 Collins Avenue, Dublin 9, Beaumont, Dublin 9, D09K4N8",572000,4,1,Terrace,46 m²,2023-12-22,Dublin,D09K4N8
"82 Meadowbank Park, Letterkenny,  Donegal, F92T9Y0",175000,4,2,Semi-D,112 m²,2023-12-22, Donegal,F92T9Y0
"Rolling Hills, Gortacrue, Midleton,  Cork, P25K386",420000,4,3,Detached,172 m²,2023-12-22, Cork,P25K386
"28 Balfeddock Manor, Termonfeckin,  Louth, A92TKP4",350000,3,3,Semi-D,118 m²,2023-12-22, Louth,A92TKP4
"Tig Slea Head, Coumeenoole, Ventry,  Kerry, V92PF83",650000,4,1,Detached,304 m²,2023-12-22, Kerry,V92PF83
"Ballygeale, Patrickswell,  Limerick",60000,3,2,Site,0.5 ac,2023-12-22, Limerick, Limerick
"152 Deel Manor, Askeaton,  Limerick, V94H2P3",190000,3,1,Terrace,91 m²,2023-12-22, Limerick,V94H2P3
"6 Grange Park, Grange, Douglas,  Cork, T12FWH9",275000,3,3,End of Terrace,100 m²,2023-12-22, Cork,T12FWH9
"71 Clonard Village, Wexford Town,  Wexford, Y35Y7P0",225000,3,3,Semi-D,115 m²,2023-12-22, Wexford,Y35Y7P0
"60 Castleland Park View, Balbriggan,  Dublin, K32DY74",360000,4,2,Semi-D,105 m²,2023-12-22, Dublin,K32DY74
"18 Bayside Glen, Wicklow Town,  Wicklow, A67YW50",695000,4,3,Detached,180 m²,2023-12-22, Wicklow,A67YW50
"12 Woodbrook, Southfields, Rosslare Strand,  Wexford, Y35YD78",305000,3,2,Detached,140 m²,2023-12-22, Wexford,Y35YD78
"29 Windtown Park, Mullingar,  Westmeath, N91N8F8",240000,3,2,End of Terrace,162 m²,2023-12-22, Westmeath,N91N8F8
"Ballynunry, The Rower,  Kilkenny, R95P2X3",340000,4,1,Detached,90 m²,2023-12-22, Kilkenny,R95P2X3
"Woodgrove, Kilbeha, Askeaton,  Limerick, V94H3EW",299000,3,2,Detached,177 m²,2023-12-22, Limerick,V94H3EW
"57 Bianconi Way, Ridge Road, Portlaoise,  Laois, R32A3T0",215000,5,3,Semi-D,269 m²,2023-12-22, Laois,R32A3T0
"Chapel Street, Elphin,  Roscommon, F45ET02",240000,4,3,Detached,83 m²,2023-12-22, Roscommon,F45ET02
"31 Oakley Park, Clontarf, Clontarf, Dublin 3, D03AP68",745000,3,2,Semi-D,98 m²,2023-12-22,Dublin,D03AP68
"3 Harbour Heights, Portsalon,  Donegal, F92C622",325000,3,3,Detached,115 m²,2023-12-22, Donegal,F92C622
"37 Balreask Manor, Trim Road, Navan,  Meath, C15W584",465000,4,3,Detached,95 m²,2023-12-22, Meath,C15W584
"75 Castle Riada Avenue, Lucan,  Dublin",405000,3,3,Semi-D,88 m²,2023-12-22, Dublin, Dublin
"44 Home Farm Park, Drumcondra, Dublin 9, D09R2K0",625000,3,1,Terrace,63 m²,2023-12-22,Dublin,D09R2K0
"17 Ros Mor View, Knocklyon, Dublin 16, D16DX33",375000,2,2,Apartment,127 m²,2023-12-22,Dublin,D16DX33
"Corran, Waterfall,  Cork, T12X5YP",480000,5,2,Bungalow,69 m²,2023-12-22, Cork,T12X5YP
"40 Stocking Wood Copse, Rathfarnham, Rathfarnham, Dublin 16, D16E002",320000,2,2,Apartment,87 m²,2023-12-22,Dublin,D16E002
"Saula Mid, Achill,  Mayo, F28V840",189000,4,3,Detached,314 m²,2023-12-22, Mayo,F28V840
"86 Rochfort Manor, Leighlin Road, Carlow R93 H578, Carlow Town,  Carlow, R93H578",245000,3,2,Semi-D,0.5 ac,2023-12-22, Carlow,R93H578
"Apartment 407, Block A, Riverpoint, Limerick City Centre, V94X627",235000,4,1,Apartment,22.03 ac,2023-12-22,Dublin,V94X627
"31 Richview, Castlecomer Road, Kilkenny,  Kilkenny, R95T2K5",485000,3,2,Detached,135 m²,2023-12-22, Kilkenny,R95T2K5
"14 Connolly Green, Ballyphehane, Ballyphehane,  Cork, T12P2W1",270000,4,3,End of Terrace,124 m²,2023-12-22, Cork,T12P2W1
"Massbrook South Pontoon, Ballina,  Mayo",23000,4,1,Site,93 m²,2023-12-22, Mayo, Mayo
"54 Griffith Court, Fairview, Dublin 3, D03X8H0",895000,4,2,Detached,120 m²,2023-12-22,Dublin,D03X8H0
"Site At Kilcash, Clonmel,  Tipperary",100000,3,1,Site,96 m²,2023-12-22, Tipperary, Tipperary
"5 Kincora Grove, Clontarf, Clontarf, Dublin 3, D03W942",760000,2,2,Semi-D,240 m²,2023-12-22,Dublin,D03W942
"Kilmacowen, Kilmacowen, F91F2D5",245000,5,4,Bungalow,57 m²,2023-12-22,Dublin,F91F2D5
"Cloughroe, Letterkenny,  Donegal, F93HW14",450000,1,1,Detached,233 m²,2023-12-22, Donegal,F93HW14
"22 Linden Court, Grove Avenue, Blackrock,  Dublin, A94EW29",325000,4,3,Apartment,107 m²,2023-12-22, Dublin,A94EW29
"Earlspark, Loughrea,  Galway, H62Y952",495000,6,3,Detached,59 m²,2023-12-22, Galway,H62Y952
"Drummindoo, Westport,  Mayo, F28VF51",350000,2,1,Detached,108 m²,2023-12-22, Mayo,F28VF51
"Cloonmore, Tarmonbarry,  Roscommon, N39PY23",139000,3,2,Detached,51 m²,2023-12-22, Roscommon,N39PY23
"High Street, Croom,  Limerick, V35PR68",225000,3,1,End of Terrace,176 m²,2023-12-22, Limerick,V35PR68
"6 Pearse Terrace, Westport,  Mayo, F28H660",195000,1,1,Terrace,106 m²,2023-12-22, Mayo,F28H660
"Derreens, Ross, Castlebar,  Mayo, F23WN32",120000,4,1,Detached,304 m²,2023-12-22, Mayo,F23WN32
"Aughrim Kelly, Ruan, Ruan,  Clare, V95H2F3",450000,4,2,Detached,100 m²,2023-12-22, Clare,V95H2F3
"Drummindoo, Westport,  Mayo, F28VF51",350000,4,1,Bungalow,136 m²,2023-12-22, Mayo,F28VF51
"Tig Slea Head, Coumeenoole, Ventry,  Kerry, V92PF83",650000,3,2,Detached,112 m²,2023-12-22, Kerry,V92PF83
"Culmore, Kilkelly,  Mayo",55000,4,6,Detached,0.5 ac,2023-12-22, Mayo, Mayo
"9 Barrack Street, Castleisland,  Kerry, V92DK37",95000,3,1,Terrace,102 m²,2023-12-22, Kerry,V92DK37
"Knockmore, Oughter, Manulla, Castlebar,  Mayo",75000,7,4,Site,0.83 ac,2023-12-22, Mayo, Mayo
"Teach Lá Nua, Pitchfordstown, Kilcock,  Kildare, W23XFH5",1250000,4,1,Detached,511 m²,2023-12-22, Kildare,W23XFH5
"Mon-Abri, Clonedergole, Clones,  Monaghan, H23X752",299000,9,3,Detached,135 m²,2023-12-22, Monaghan,H23X752
"Glenbrack, Gort,  Galway",35000,3,2,Site,0.46 ac,2023-12-22, Galway, Galway
"Parkside, 19 Clare Street, Limerick City,  Limerick, V94T9NX",160000,5,3,Terrace,239 m²,2023-12-22, Limerick,V94T9NX
"1 Military Row, Cavan,  Cavan, H12TX25",185000,2,1,End of Terrace,79 m²,2023-12-22, Cavan,H12TX25
"Fisherstown,  Cloondara, Tarmonbarry,  Longford",375000,3,1,Detached,229 m²,2023-12-22, Longford, Longford
"4 Dodder Road Lower, Rathfarnham, Dublin 14, D14R2H4",375000,2,2,End of Terrace,52 m²,2023-12-22,Dublin,D14R2H4
"15 Lissadell Park, Carrick-on-Suir,  Tipperary, E32EH63",220000,2,2,Semi-D,86 m²,2023-12-22, Tipperary,E32EH63
"4 The Elm, Parkview, Stepaside, Dublin 18, D18XC82",345000,3,2,Apartment,101 m²,2023-12-22,Dublin,D18XC82
"26 Thornleigh Place, Thornleigh, Swords,  Dublin, K67A270",350000,3,1,Terrace,93 m²,2023-12-22, Dublin,K67A270
"Longfield, Edgeworthstown,  Longford, N39D296",295000,2,2,Detached,128 m²,2023-12-22, Longford,N39D296
