year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
1979,peace,for her work for bringing help to suffering humanity,1,540,Anjeza Gonxhe Bojaxhiu,female,1910-8-26,North Macedonia,Skopje,1910,69,,,
1979,medicine,for the development of computer assisted tomography,2,418,Godfrey N. Hounsfield,male,1919-8-28,United Kingdom,Newark,1919,60,Central Research Laboratories EMI,United Kingdom,London
1979,medicine,for the development of computer assisted tomography,2,417,Allan M. Cormack,male,1924-2-23,South Africa,Johannesburg,1924,55,Tufts University,USA,Medford MA
1979,chemistry,for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,2,253,Georg Wittig,male,1897-6-16,Germany,Berlin,1897,82,University of Heidelberg,Germany,Heidelberg
1979,chemistry,for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,2,252,Herbert C. Brown,male,1912-5-22,United Kingdom,London,1912,67,Purdue University,USA,West Lafayette IN
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,115,Steven Weinberg,male,1933-5-3,USA,New York NY,1933,46,Harvard University,USA,Cambridge MA
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,114,Abdus Salam,male,1926-1-29,Pakistan,Jhang Maghiana,1926,53,International Centre for Theoretical Physics,Italy,Trieste
1979,physics,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current,3,113,Sheldon Glashow,male,1932-12-5,USA,New York NY,1932,47,Harvard University Lyman Laboratory,USA,Cambridge MA
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,414,Werner Arber,male,1929-6-3,Switzerland,Granichen,1929,49,University Biozentrum,Switzerland,Basel
1978,economics,for his pioneering research into the decision-making process within economic organizations,1,691,Herbert Simon,male,1916-6-15,USA,Milwaukee WI,1916,62,Carnegie Mellon University,USA,Pittsburgh PA
1978,literature,for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life,1,654,Isaac Bashevis Singer,male,1904-7-14,Poland,Leoncin,1904,74,,,
1978,peace,for jointly having negotiated peace between Egypt and Israel in 1978,2,539,Menachem Begin,male,1913-8-16,Belarus,Brest Litovsk,1913,65,,,
1978,peace,for jointly having negotiated peace between Egypt and Israel in 1978,2,538,Anwar al-Sadat,male,1918-12-25,Egypt,Mit Abu al-Kawm,1918,60,,,
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,416,Hamilton O. Smith,male,1931-8-23,USA,New York NY,1931,47,Johns Hopkins University School of Medicine,USA,Baltimore MD
1978,medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,3,415,Daniel Nathans,male,1928-10-30,USA,Wilmington DE,1928,50,Johns Hopkins University School of Medicine,USA,Baltimore MD
1978,chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,1,251,Peter Mitchell,male,1920-9-29,United Kingdom,Mitcham,1920,58,Glynn Research Laboratories,United Kingdom,Bodmin
1978,physics,for their discovery of cosmic microwave background radiation,4,112,Robert Woodrow Wilson,male,1936-1-10,USA,Houston TX,1936,42,Bell Laboratories,USA,Holmdel NJ
1978,physics,for their discovery of cosmic microwave background radiation,4,111,Arno Penzias,male,1933-4-26,Germany,Munich,1933,45,Bell Laboratories,USA,Holmdel NJ
1978,physics,for his basic inventions and discoveries in the area of low-temperature physics,2,110,Pyotr Kapitsa,male,1894-7-9,Russia,Kronshtadt,1894,84,Academy of Sciences,Russia,Moscow
1977,chemistry,for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures,1,250,Ilya Prigogine,male,1917-1-25,Russia,Moscow,1917,60,Universite Libre de Bruxelles,Belgium,Brussels
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,2,689,Bertil Ohlin,male,1899-4-23,Sweden,Klippan,1899,78,Stockholm School of Economics,Sweden,Stockholm
1977,economics,for their pathbreaking contribution to the theory of international trade and international capital movements,2,690,James E. Meade,male,1907-6-23,United Kingdom,Swanage,1907,70,University of Cambridge,United Kingdom,Cambridge
1977,literature,for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars,1,653,Vicente Aleixandre,male,1898-4-26,Spain,Sevilla,1898,79,,,
1977,peace,for worldwide respect for human rights,1,537,Amnesty International ,org,1961-00-00,,,1961,16,,,
1977,medicine,for the development of radioimmunoassays of peptide hormones,2,413,Rosalyn Yalow,female,1921-7-19,USA,New York NY,1921,56,Veterans Administration Hospital,USA,Bronx NY
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,4,412,Andrew V. Schally,male,1926-11-30,Lithuania,Vilnius,1926,51,Veterans Administration Hospital,USA,New Orleans LA
1977,medicine,for their discoveries concerning the peptide hormone production of the brain,4,411,Roger Guillemin,male,1924-1-11,France,Dijon,1924,53,The Salk Institute,USA,San Diego CA
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,109,John H. Van Vleck,male,1899-3-13,USA,Middletown CT,1899,78,Harvard University,USA,Cambridge MA
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,108,Sir Nevill F. Mott,male,1905-9-30,United Kingdom,Leeds,1905,72,University of Cambridge,United Kingdom,Cambridge
1977,physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3,107,Philip W. Anderson,male,1923-12-13,USA,Indianapolis IN,1923,54,Bell Telephone Laboratories,USA,Murray Hill NJ
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,2,410,D. Carleton Gajdusek,male,1923-9-9,USA,Yonkers NY,1923,53,National Institutes of Health,USA,Bethesda MD
1976,economics,for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy,1,688,Milton Friedman,male,1912-7-31,USA,Brooklyn NY,1912,64,University of Chicago,USA,Chicago IL
1976,literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1,652,Saul Bellow,male,1915-6-10,Canada,Montreal,1915,61,,,
1976,peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,2,536,Mairead Corrigan,female,1944-1-27,Northern Ireland,Belfast,1944,32,,,
1976,peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,2,535,Betty Williams,female,1943-5-22,Northern Ireland,Belfast,1943,33,,,
1976,medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,2,409,Baruch S. Blumberg,male,1925-7-28,USA,New York NY,1925,51,The Institute for Cancer Research,USA,Philadelphia PA
1976,chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,1,249,William Lipscomb,male,1919-12-9,USA,Cleveland OH,1919,57,Harvard University,USA,Cambridge MA
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,2,106,Samuel C.C. Ting,male,1936-1-27,USA,Ann Arbor MI,1936,40,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1976,physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,2,105,Burton Richter,male,1931-3-22,USA,Brooklyn NY,1931,45,Stanford Linear Accelerator Center,USA,Stanford CA
1975,chemistry,for his research into the stereochemistry of organic molecules and reactions,2,248,Vladimir Prelog,male,1906-7-23,Bosnia and Herzegovina,Sarajevo,1906,69,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich
1975,economics,for their contributions to the theory of optimum allocation of resources,2,687,Tjalling C. Koopmans,male,1910-8-28,Netherlands,S Graveland,1910,65,Yale University,USA,New Haven CT
1975,economics,for their contributions to the theory of optimum allocation of resources,2,686,Leonid Vitaliyevich Kantorovich,male,1912-1-19,Russia,St. Petersburg,1912,63,Academy of Sciences,Russia,Moscow
1975,literature,for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions,1,651,Eugenio Montale,male,1896-10-12,Italy,Genoa,1896,79,,,
1975,peace,for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations,1,534,Andrei Sakharov,male,1921-5-21,Russia,Moscow,1921,54,,,
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,408,Howard M. Temin,male,1934-12-10,USA,Philadelphia PA,1934,41,University of Wisconsin,USA,Madison WI
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,407,Renato Dulbecco,male,1914-2-22,Italy,Catanzaro,1914,61,Imperial Cancer Research Fund Laboratory,United Kingdom,London
1975,medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,3,406,David Baltimore,male,1938-3-7,USA,New York NY,1938,37,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1975,chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,2,247,John Cornforth,male,1917-9-7,Australia,Sydney,1917,58,University of Sussex,United Kingdom,Brighton
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,104,James Rainwater,male,1917-12-9,USA,Council ID,1917,58,Columbia University,USA,New York NY
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,103,Ben R. Mottelson,male,1926-7-9,USA,Chicago IL,1926,49,Nordita,Denmark,Copenhagen
1975,physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,3,102,Aage N. Bohr,male,1922-6-19,Denmark,Copenhagen,1922,53,Niels Bohr Institute,Denmark,Copenhagen
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,403,Albert Claude,male,1898-8-24,Belgium,Longlier,1898,76,Universite Catholique de Louvain,Belgium,Louvain
1974,literature,for writings that catch the dewdrop and reflect the cosmos,2,650,Harry Martinson,male,1904-5-6,Sweden,Jamshog,1904,70,,,
1974,literature,for a narrative art far-seeing in lands and ages in the service of freedom,2,649,Eyvind Johnson,male,1900-7-29,Sweden,Svartbjornsbyn,1900,74,,,
1974,economics,for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena,2,685,Friedrich von Hayek,male,1899-5-8,Austria,Vienna,1899,75,,,
1974,economics,for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena,2,684,Gunnar Myrdal,male,1898-12-6,Sweden,Skattungbyn,1898,76,,,
1974,peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,2,533,Eisaku Sato,male,1901-3-27,Japan,Tabuse,1901,73,,,
1974,peace,for his efforts to secure and develop human rights throughout the world,2,532,Sen MacBride,male,1904-1-26,France,Paris,1904,70,,,
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,405,George E. Palade,male,1912-11-19,Romania,Iasi,1912,62,Yale University School of Medicine,USA,New Haven CT
1974,medicine,for their discoveries concerning the structural and functional organization of the cell,3,404,Christian de Duve,male,1917-10-2,United Kingdom,Thames Ditton,1917,57,Rockefeller University,USA,New York NY
1974,chemistry,for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules,1,246,Paul J. Flory,male,1910-6-19,USA,Sterling IL,1910,64,Stanford University,USA,Stanford CA
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,2,101,Antony Hewish,male,1924-5-11,United Kingdom,Fowey,1924,50,University of Cambridge,United Kingdom,Cambridge
1974,physics,for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars,2,100,Martin Ryle,male,1918-9-27,United Kingdom,Brighton,1918,56,University of Cambridge,United Kingdom,Cambridge
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,401,Konrad Lorenz,male,1903-11-7,Austria,Vienna,1903,70,"Konrad Lorenz Institute of the Austrian Academy of Sciences, Research Station for Ethology",Austria,Altenberg; Grunau im Almtal
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,400,Karl von Frisch,male,1886-11-20,Austria,Vienna,1886,87,Zoological Institute at the University of Munich,Germany,Munich
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,2,530,Henry Kissinger,male,1923-5-27,Germany,Furth,1923,50,,,
1973,economics,for the development of the input-output method and for its application to important economic problems,1,683,Wassily Leontief,male,1906-8-5,Russia,St. Petersburg,1906,67,Harvard University,USA,Cambridge MA
1973,literature,for an epic and psychological narrative art which has introduced a new continent into literature,1,648,Patrick White,male,1912-5-28,United Kingdom,London,1912,61,,,
1973,peace,for jointly having negotiated a cease fire in Vietnam in 1973,2,531,Le Duc Tho ,male,1911-10-14,Vietnam,Nam Ha province,1911,62,,,
1973,medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,3,402,Nikolaas Tinbergen,male,1907-4-15,the Netherlands,the Hague,1907,66,University of Oxford,United Kingdom,Oxford
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,2,245,Geoffrey Wilkinson,male,1921-7-14,United Kingdom,Todmorden,1921,52,Imperial College,United Kingdom,London
1973,chemistry,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,2,244,Ernst Otto Fischer,male,1918-11-10,Germany,Munich,1918,55,Technical University,Germany,Munich
1973,physics,for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects,2,99,Brian D. Josephson,male,1940-1-4,United Kingdom,Cardiff,1940,33,University of Cambridge,United Kingdom,Cambridge
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,4,98,Ivar Giaever,male,1929-4-5,Norway,Bergen,1929,44,General Electric Company,USA,Schenectady NY
1973,physics,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively,4,97,Leo Esaki,male,1925-3-12,Japan,Osaka,1925,48,IBM Thomas J. Watson Research Center,USA,Yorktown Heights NY
1972,literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,1,647,Heinrich Boll,male,1917-12-21,Germany,Cologne,1917,55,,,
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,2,682,Kenneth J. Arrow,male,1921-8-23,USA,New York NY,1921,51,Harvard University,USA,Cambridge MA
1972,economics,for their pioneering contributions to general economic equilibrium theory and welfare theory,2,681,John R. Hicks,male,1904-4-8,United Kingdom,Warwick,1904,68,All Souls College,United Kingdom,Oxford
1972,medicine,for their discoveries concerning the chemical structure of antibodies,2,399,Rodney R. Porter,male,1917-10-8,United Kingdom,Newton-le-Willows,1917,55,University of Oxford,United Kingdom,Oxford
1972,medicine,for their discoveries concerning the chemical structure of antibodies,2,398,Gerald M. Edelman,male,1929-7-1,USA,New York NY,1929,43,Rockefeller University,USA,New York NY
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,4,243,William H. Stein,male,1911-6-25,USA,New York NY,1911,61,Rockefeller University,USA,New York NY
1972,chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,4,242,Stanford Moore,male,1913-9-4,USA,Chicago IL,1913,59,Rockefeller University,USA,New York NY
1972,chemistry,for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation,2,241,Christian Anfinsen,male,1916-3-26,USA,Monessen PA,1916,56,National Institutes of Health,USA,Bethesda MD
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,96,Robert Schrieffer,male,1931-5-31,USA,Oak Park IL,1931,41,University of Pennsylvania,USA,Philadelphia PA
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,95,Leon N. Cooper,male,1930-2-28,USA,New York NY,1930,42,Brown University,USA,Providence RI
1972,physics,for their jointly developed theory of superconductivity usually called the BCS-theory,3,66,John Bardeen,male,1908-5-23,USA,Madison WI,1908,64,University of Illinois,USA,Urbana IL
1971,peace,for paving the way for a meaningful dialogue between East and West,1,529,Willy Brandt,male,1913-12-18,Germany,Lubeck,1913,58,,,
1971,economics,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1,680,Simon Kuznets,male,1901-4-30,Belarus,Pinsk,1901,70,Harvard University,USA,Cambridge MA
1971,literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,1,645,Pablo Neruda,male,1904-7-12,Chile,Parral,1904,67,,,
1971,medicine,for his discoveries concerning the mechanisms of the action of hormones,1,397,Earl W. Sutherland Jr.,male,1915-11-19,USA,Burlingame KS,1915,56,Vanderbilt University,USA,Nashville TN
1971,chemistry,for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals,1,240,Gerhard Herzberg,male,1904-12-25,Germany,Hamburg,1904,67,National Research Council of Canada,Canada,Ottawa
1971,physics,for his invention and development of the holographic method,1,93,Dennis Gabor,male,1900-6-5,Hungary,Budapest,1900,71,Imperial College,United Kingdom,London
1970,physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,2,92,Louis Neel,male,1904-11-22,France,Lyon,1904,66,University of Grenoble,France,Grenoble
1970,physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,2,91,Hannes Alfven,male,1908-5-30,Sweden,Norrkoping,1908,62,Royal Institute of Technology,Sweden,Stockholm
1970,economics,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,1,679,Paul A. Samuelson,male,1915-5-15,USA,Gary IN,1915,55,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1970,literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,1,644,Alexandr Solzhenitsyn,male,1918-12-11,Russia,Kislovodsk,1918,52,,,
1970,peace,for having given a well-founded hope - the green revolution,1,528,Norman Borlaug,male,1914-3-25,USA,Cresco IA,1914,56,,,
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,396,Julius Axelrod,male,1912-5-30,USA,New York NY,1912,58,National Institutes of Health,USA,Bethesda MD
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,395,Ulf von Euler,male,1905-2-7,Sweden,Stockholm,1905,65,Karolinska Institutet,Sweden,Stockholm
1970,medicine,for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation,3,394,Sir Bernard Katz,male,1911-3-26,Germany,Leipzig,1911,59,University College,United Kingdom,London
1970,chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,1,239,Luis Leloir,male,1906-9-6,France,Paris,1906,64,Institute for Biochemical Research,Argentina,Buenos Aires
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,2,678,Jan Tinbergen,male,1903-4-12,the Netherlands,the Hague,1903,66,The Netherlands School of Economics,the Netherlands,Rotterdam
1969,economics,for having developed and applied dynamic models for the analysis of economic processes,2,677,Ragnar Frisch,male,1895-3-3,Norway,Oslo,1895,74,University of Oslo,Norway,Oslo
1969,literature,for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation,1,643,Samuel Beckett,male,1906-4-13,Ireland,Dublin,1906,63,,,
1969,peace,for creating international legislation insuring certain norms for working conditions in every country,1,527,International Labour Organization ,org,1919-00-00,,,1919,50,,,
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,393,Salvador E. Luria,male,1912-8-13,Italy,Turin,1912,57,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,392,Alfred D. Hershey,male,1908-12-4,USA,Owosso MI,1908,61,Carnegie Institution of Washington,USA,Long Island New York NY
1969,medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3,391,Max Delbrck,male,1906-9-4,Germany,Berlin,1906,63,California Institute of Technology (Caltech),USA,Pasadena CA
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,2,238,Odd Hassel,male,1897-5-17,Norway,Oslo,1897,72,University of Oslo,Norway,Oslo
1969,chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,2,237,Derek Barton,male,1918-9-8,United Kingdom,Gravesend,1918,51,Imperial College,United Kingdom,London
1969,physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,1,90,Murray Gell-Mann,male,1929-9-15,USA,New York NY,1929,40,California Institute of Technology (Caltech),USA,Pasadena CA
1968,literature,for his narrative mastery which with great sensibility expresses the essence of the Japanese mind,1,642,Yasunari Kawabata,male,1899-6-11,Japan,Osaka,1899,69,,,
1968,peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration,1,526,Ren Cassin,male,1887-10-5,France,Bayonne,1887,81,,,
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,390,Marshall W. Nirenberg,male,1927-4-10,USA,New York NY,1927,41,National Institutes of Health,USA,Bethesda MD
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,389,H. Gobind Khorana,male,1922-1-9,India,Raipur,1922,46,University of Wisconsin,USA,Madison WI
1968,medicine,for their interpretation of the genetic code and its function in protein synthesis,3,388,Robert W. Holley,male,1922-1-28,USA,Urbana IL,1922,46,Cornell University,USA,Ithaca NY
1968,chemistry,for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes,1,236,Lars Onsager,male,1903-11-27,Norway,Oslo,1903,65,Yale University,USA,New Haven CT
1968,physics,for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis,1,89,Luis Alvarez,male,1911-6-13,USA,San Francisco CA,1911,57,University of California,USA,Berkeley CA
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,2,233,Manfred Eigen,male,1927-5-9,Germany,Bochum,1927,40,Max Planck Institute for Physical Chemistry,Germany,Gottingen
1967,literature,for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America,1,641,Miguel Angel Asturias,male,1899-10-19,Guatemala,Guatemala City,1899,68,,,
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,387,George Wald,male,1906-11-18,USA,New York NY,1906,61,Harvard University,USA,Cambridge MA
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,386,Keffer Hartline,male,1903-12-22,USA,Bloomsburg PA,1903,64,Rockefeller University,USA,New York NY
1967,medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3,385,Ragnar Granit,male,1900-10-30,Finland,Helsinki,1900,67,Karolinska Institutet,Sweden,Stockholm
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,4,235,George Porter,male,1920-12-6,United Kingdom,Stainforth,1920,47,Royal Institution of Great Britain,United Kingdom,London
1967,chemistry,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,4,234,Ronald G.W. Norrish,male,1897-11-9,United Kingdom,Cambridge,1897,70,Institute of Physical Chemistry,United Kingdom,Cambridge
1967,physics,for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars,1,88,Hans Bethe,male,1906-7-2,France,Strasbourg,1906,61,Cornell University,USA,Ithaca NY
1966,physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,1,87,Alfred Kastler,male,1902-5-3,France,Guebwiller,1902,64,Ecole Normale Superieure,France,Paris
1966,literature,for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength,2,640,Nelly Sachs,female,1891-12-10,Germany,Berlin,1891,75,,,
1966,literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,2,639,Shmuel Agnon,male,1888-7-17,Ukraine,Buchach,1888,78,,,
1966,medicine,for his discoveries concerning hormonal treatment of prostatic cancer,2,384,Charles B. Huggins,male,1901-9-22,Canada,Halifax Nova Scotia,1901,65,University of Chicago Ben May Laboratory for Cancer Research,USA,Chicago IL
1966,medicine,for his discovery of tumour-inducing viruses,2,383,Peyton Rous,male,1879-10-5,USA,Baltimore MD,1879,87,Rockefeller University,USA,New York NY
1966,chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,1,232,Robert S. Mulliken,male,1896-6-7,USA,Newburyport MA,1896,70,University of Chicago,USA,Chicago IL
1965,literature,for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people,1,638,Mikhail Sholokhov,male,1905-5-24,Russia,Veshenskaya,1905,60,,,
1965,peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,1,525,United Nations Children's Fund ,org,1946-00-00,,,1946,19,,,
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,382,Jacques Monod,male,1910-2-9,France,Paris,1910,55,Institut Pasteur,France,Paris
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,381,Andr Lwoff,male,1902-5-8,France,Ainay le Chacteau,1902,63,Institut Pasteur,France,Paris
1965,medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,3,380,Franois Jacob,male,1920-6-17,France,Nancy,1920,45,Institut Pasteur,France,Paris
1965,chemistry,for his outstanding achievements in the art of organic synthesis,1,231,Robert B. Woodward,male,1917-4-10,USA,Boston MA,1917,48,Harvard University,USA,Cambridge MA
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,86,Richard P. Feynman,male,1918-5-11,USA,New York NY,1918,47,California Institute of Technology (Caltech),USA,Pasadena CA
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,85,Julian Schwinger,male,1918-2-12,USA,New York NY,1918,47,Harvard University,USA,Cambridge MA
1965,physics,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,3,84,Sin-Itiro Tomonaga,male,1906-3-31,Japan,Kyoto,1906,59,Tokyo University of Education,Japan,Tokyo
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,2,379,Feodor Lynen,male,1911-4-6,Germany,Munich,1911,53,Max Planck Institute for Cell Chemistry,Germany,Munich
1964,literature,for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age,1,637,Jean-Paul Sartre,male,1905-6-21,France,Paris,1905,59,,,
1964,peace,for his non-violent struggle for civil rights for the Afro-American population,1,524,Martin Luther King Jr.,male,1929-1-15,USA,Atlanta GA,1929,35,,,
1964,medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,2,378,Konrad Bloch,male,1912-1-21,Poland,Nysa,1912,52,Harvard University,USA,Cambridge MA
1964,chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,1,230,Dorothy Crowfoot Hodgkin,female,1910-5-12,Egypt,Cairo,1910,54,University of Oxford Royal Society,United Kingdom,Oxford
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,4,83,Aleksandr M. Prokhorov,male,1916-7-11,Australia,Atherton,1916,48,P.N. Lebedev Physical Institute,Russia,Moscow
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,4,82,Nicolay G. Basov,male,1922-12-14,Russia,Usman,1922,42,P.N. Lebedev Physical Institute,Russia,Moscow
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,2,81,Charles H. Townes,male,1915-7-28,USA,Greenville SC,1915,49,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
